gene_symbol	B.fo.Sp#1.1	B.fo.Sp#1.10	B.fo.Sp#1.11	B.fo.Sp#1.12	B.fo.Sp#1.13	B.fo.Sp#1.14	B.fo.Sp#1.15	B.fo.Sp#1.16	B.fo.Sp#1.2	B.fo.Sp#1.3	B.fo.Sp#1.4	B.fo.Sp#1.5	B.fo.Sp#1.6	B.fo.Sp#1.8	B.fo.Sp#1.9	MF.PC#1.1	MF.PC#1.10	MF.PC#1.11	MF.PC#1.12	MF.PC#1.13	MF.PC#1.14	MF.PC#1.15	MF.PC#1.16	MF.PC#1.2	MF.PC#1.3	MF.PC#1.4	MF.PC#1.5	MF.PC#1.6	MF.PC#1.7	MF.PC#1.8	MF.PC#1.9	MF.PC#2.1	MF.PC#2.2	MF.PC#2.3	MF.PC#2.4	MF.PC#2.5	MF.PC#2.6	MF.PC#2.7	MF.PC#2.8	NK.Sp#1.1	NK.Sp#1.10	NK.Sp#1.11	NK.Sp#1.12	NK.Sp#1.13	NK.Sp#1.14	NK.Sp#1.15	NK.Sp#1.16	NK.Sp#1.17	NK.Sp#1.18	NK.Sp#1.2	NK.Sp#1.3	NK.Sp#1.4	NK.Sp#1.5	NK.Sp#1.6	NK.Sp#1.7	NK.Sp#1.8	NK.Sp#1.9	T.4.Nve.#2.1	T.4.Nve.#2.2	T.4.Nve.Sp#1.1	T.4.Nve.Sp#1.10	T.4.Nve.Sp#1.11	T.4.Nve.Sp#1.12	T.4.Nve.Sp#1.13	T.4.Nve.Sp#1.14	T.4.Nve.Sp#1.15	T.4.Nve.Sp#1.16	T.4.Nve.Sp#1.2	T.4.Nve.Sp#1.3	T.4.Nve.Sp#1.4	T.4.Nve.Sp#1.5	T.4.Nve.Sp#1.6	T.4.Nve.Sp#1.7	T.4.Nve.Sp#1.8	T.4.Nve.Sp#1.9	Tgd.Sp#1.1	Tgd.Sp#1.2	Tgd.Sp#1.3	Tgd.Sp#1.4	Tgd.Sp#1.5	Tgd.Sp#1.6	Tgd.Sp#1.7	Tgd.Sp#1.8
0610030E20Rik	214.9162578	273.4621911	229.0657774	221.5294254	235.7879964	225.4507232	255.3550564	257.6680771	251.6340727	224.0026951	260.6000882	220.4367655	226.8465078	213.7707095	242.4781289	138.9213916	122.6318116	145.1894217	109.2956218	105.82142	115.7508455	117.5989827	129.5146474	137.5748072	141.1543669	137.5930201	139.7315978	117.1037049	145.5937542	113.6213582	138.3576278	114.6434091	109.35768	86.89567051	122.2858051	155.5754248	120.6253585	124.0859374	121.7366634	241.0121882	212.3419814	204.0409387	175.0175314	214.8264155	236.7368473	189.927925	211.8448946	136.7945566	150.8039183	214.1826886	207.5975909	199.5704731	204.9362879	192.6831738	205.0953095	264.0956594	191.4485743	233.5984829	225.0671214	220.6241666	259.043467	257.9468052	228.1528888	215.9417148	224.1803979	254.1333062	291.1180768	240.5940697	213.398655	196.6630649	245.6999627	248.5175023	240.0510816	249.2211137	202.5157532	163.023837	185.6425097	150.3523053	218.6352315	170.7086883	167.7111396	160.9723014	196.7329519
1110059E24Rik	364.85756	292.4988507	291.0258441	279.9697232	287.4922122	268.0006233	237.0358557	304.7907319	375.9643607	352.6580961	293.0500993	313.7718603	315.8163441	293.8726236	334.5169239	155.9487239	116.8854268	155.1335198	162.1227544	105.82142	109.3757985	155.4425121	151.2232027	130.8303723	174.0300826	142.1159678	168.5589428	137.2539346	148.5050378	121.1294488	153.8002014	106.9886717	101.9359211	150.2948559	149.8507607	134.1066158	124.5864631	154.4358945	141.9944928	104.550409	109.2996223	71.73684316	67.81685804	76.59519739	75.00153457	57.41597759	78.360357	64.99513589	108.9755515	45.17298953	86.85873908	87.874582	70.47987097	52.72403103	59.64807743	56.23555281	80.35357264	62.33590131	67.88570787	96.32623402	53.80889556	69.09544308	63.24862817	69.45277542	62.04079259	42.51060648	67.83348366	51.85261888	51.5265523	62.90469849	47.90082618	58.6920494	72.15939173	76.09210161	67.01378121	79.65234806	48.71660364	60.6127227	89.93399824	47.44658838	69.53140142	57.74231202	94.7887061
1600012H06Rik	120.9530417	129.4974526	122.2835348	89.21177017	120.5130234	119.0759728	136.2802516	105.2714063	141.1182611	99.63580744	105.3036069	114.1936256	112.7826149	94.86943065	134.6047025	218.9498534	189.6729675	218.7757473	172.6881809	217.7735489	233.6892145	210.6736092	207.6654465	232.8399505	249.2981685	207.2464145	219.0067965	230.3288055	244.577398	161.1725983	222.8853988	185.3025236	216.2310082	258.6870115	204.9806721	240.0194069	182.4185901	221.8802438	199.5267284	164.7541351	199.7245497	142.9103335	141.9762279	155.0702118	147.4772643	142.039944	161.788193	116.503416	239.3244155	185.3742172	89.54182467	98.90627496	147.6797276	169.8637483	162.0867193	181.2423302	137.4881449	68.70846248	117.3811317	125.2979326	83.81394986	119.9400406	94.91898285	79.03616397	88.74613934	94.60234795	96.69339706	107.5949126	100.1817508	92.75160669	118.2520654	101.495828	74.38312273	111.5522607	86.70210192	74.93320718	110.2641069	115.0974693	82.70359188	104.0161511	131.7443048	85.77164688	147.7997139
1600014C10Rik	91.96438999	78.33642979	107.7822426	75.98000465	85.76100952	82.90855774	91.18683441	86.22182247	113.4893082	65.3277005	93.71431723	113.2006991	105.9387814	77.34713693	118.7700711	88.69076132	75.70300238	75.58073538	51.18577596	75.87244287	90.2506576	81.80104939	104.3327233	87.83459966	73.67263468	63.41667806	67.6632353	92.15580134	83.48636983	108.6159645	70.89796445	131.1305358	95.99851398	54.17351031	72.6688848	69.70018882	82.59875449	76.8748929	89.32413632	143.8835101	150.3062754	167.7992228	183.8285456	135.6314468	149.0030691	157.127938	166.3388022	209.3744059	129.4033586	148.4033455	97.59108146	141.6540851	112.9397921	159.2146831	142.5373602	118.7389415	121.6174304	209.7013785	192.2931245	214.0821702	206.2345714	172.6005166	171.3646666	235.1084919	180.3073282	147.5080229	145.299567	159.4254665	184.3926713	176.7651261	193.7012206	153.6047758	220.0375027	202.2885502	215.2552548	264.2231915	227.8267535	186.8891353	243.2186131	210.6051168	219.2312003	197.8889863	75.4192994
1600020E01Rik	161.9369977	136.6361999	202.6997916	225.9400139	169.6744089	161.625873	179.2599149	170.4410353	186.5086837	191.8388448	228.1500772	160.8611731	176.6583949	197.5000082	150.4393339	36.75739782	45.05561679	43.75962162	35.33763618	22.39212653	87.06313412	53.16270277	39.20705734	57.48464249	51.17872395	40.80193963	36.13332671	39.38139004	27.20155277	31.03236219	43.26388548	23.96421221	32.1713874	37.81243022	37.75327426	49.66263375	43.77992954	39.78050082	23.68876896	63.61187519	114.5568855	69.11696008	83.97038416	75.15528887	68.13541281	84.31196691	69.25913853	117.2838445	43.80111952	65.33891953	57.34479752	105.8010831	79.48652091	102.926767	77.63348784	115.8318072	64.48285811	147.568907	177.5782688	134.6436418	141.4236541	137.1908862	102.5635512	142.0127174	164.0933677	138.5547548	127.8317247	133.9991571	158.1937183	110.4386634	117.2324823	123.8282342	161.1086314	106.3375314	116.8136512	110.5889383	105.423292	92.66257362	114.5173799	104.0161511	95.29143174	126.7901857	93.76926364
1700017B05Rik	137.9463893	84.28538592	110.4188412	85.90382879	102.7132114	135.0321854	104.5739426	79.20355473	97.70133514	131.7996577	98.35003309	91.35631521	89.96983639	86.10828379	82.15248594	168.7192231	173.391544	177.0105355	188.5363207	156.4494528	192.2514092	171.8072816	187.6935756	183.099743	243.2421156	161.1123481	167.6580882	191.9474154	235.8435471	183.69687	158.6768035	164.1047893	190.997028	199.3780962	193.9546899	161.3004406	175.2886018	199.9608303	201.1473548	38.72766839	24.13195816	57.7641334	49.46057836	43.47730139	49.82575477	59.38397681	29.82052516	177.3768379	381.3463121	65.33891953	70.7602255	39.61092533	49.89324254	26.101368	46.35451321	69.31765742	39.08971487	138.8066354	148.8174144	209.4093156	172.6289106	164.4290634	183.3775597	194.0368267	152.6482191	123.0900191	113.401768	153.5578566	174.1002255	192.2413007	193.7012206	153.6047758	154.4374384	214.8039004	207.1482992	203.923058	217.4535788	188.8121264	111.6252173	117.71194	168.1971779	166.4414399	79.49706923
1700025G04Rik	1	1	1	1	1.847610095	1	2.409169288	4.007829028	1	1	1	1	1	1	1.989664463	12.06776599	9.619577198	7.960868635	16.84813978	8.843779729	7.375046972	12.25077903	9.683422123	8.58748929	7.05605289	5.522947686	10.90939984	6.757208506	10.7042788	13.51348424	15.62980651	28.08599388	6.937407124	1	6.512991139	3.862507868	7.337767339	9.430543656	8.292818595	151.1079572	204.9818129	183.5185212	234.4918775	232.1053177	251.9948956	138.7599453	190.6087181	83.72541956	14.61853803	173.8508286	199.5483341	205.7758004	192.0696452	207.8961241	171.4704117	157.9852554	129.5527877	23.30396411	21.73456944	30.9062695	45.40748036	32.77787344	32.67035468	44.80977627	36.28920821	34.37127188	33.65727042	28.3821794	34.6843682	62.90469849	26.48957944	45.66481244	25.46104091	31.24542982	40.37664142	48.71575782	64.62213819	63.81770779	57.39716962	70.66988257	71.96159296	61.16052359	64.20543237
1700037H04Rik	41.98395593	46.21206664	39.23067945	49.51647359	47.61855523	42.48615262	42.57049399	38.09655802	60.20489906	46.02939035	28.81429517	53.62510666	51.18811283	62.32802803	40.58657851	264.072284	227.0244687	225.7366159	262.4943063	246.2963843	252.8143554	246.4715424	269.3177436	214.2927545	263.1405751	280.518167	232.5196145	219.7739232	290.1875084	271.2912597	270.8386535	234.1750778	185.0596208	203.4683662	219.6819818	302.99458	222.0296359	230.3107874	246.5248927	62.80915884	61.98425334	85.70955292	79.56487703	78.75506017	80.3418515	83.65596717	85.94470572	64.99513589	191.6595324	56.21623691	35.88011275	55.46898395	68.54987456	73.26151393	64.33992363	69.31765742	74.00528683	53.57362969	33.77399686	67.35453545	33.40545864	34.59375192	52.32781621	54.39316482	35.33544583	47.39420725	32.13832761	62.60990364	49.65519851	47.42852386	71.35123927	54.9699817	35.46783037	45.8466718	27.63713979	42.94791897	63.93059321	59.33072866	76.19622615	56.3786246	61.75478849	63.89509285	31.58327373
1810026B05Rik	114.9553897	165.1911894	142.0580242	143.2414794	129.8367345	126.5222054	159.5315449	178.4619127	127.3037847	136.0881711	165.5679131	140.0097157	133.3141157	154.9458663	157.3669851	96.35306085	64.21023278	106.4074393	98.7301953	69.45480491	52.00037577	61.34508752	69.59903477	80.24711037	96.16654541	86.03141649	101.8957075	87.35812759	93.19064864	91.09708656	56.26815794	45.75077251	75.21758905	78.71513046	68.99355738	71.13144275	56.45546422	71.81656671	60.15286194	163.1487024	93.52783265	80.90643394	81.76763059	136.351401	122.3014845	90.21596457	90.49531496	169.5725531	55.47415212	100.8693676	105.6403383	128.5539498	103.9331422	117.3790698	107.3485137	110.0175384	104.1596444	259.8852977	209.0145515	239.3155851	231.438817	229.8006887	251.0865939	209.0964373	214.642774	256.5751066	215.9304077	262.1086392	251.7614077	241.9861477	214.0928842	200.1306221	250.0578711	212.7180087	229.1528929	161.45079	115.1049218	168.9412188	147.0542085	137.9578888	148.7556456	143.8812435	174.3052178
2010016I18Rik	48.9812167	58.10997892	37.91238016	37.3873552	64.57075714	66.95234519	61.59427937	51.1304838	50.33741589	56.75067377	31.1321531	51.63925358	67.15705783	44.80573431	86.1111438	25.68963183	52.71746319	33.81552357	45.9030627	33.0881898	42.43780532	31.68394281	36.6020307	46.52493574	28.68481321	27.23309658	21.71965421	32.66464678	38.84668734	31.03236219	46.5149536	53.40550991	30.68703562	27.58675516	28.56495569	36.78134834	27.93551119	36.40828336	42.32597204	158.3324043	148.2033701	124.1345048	178.6887873	139.2312181	146.7143619	122.3599518	136.0014073	470.8179488	35.04634507	155.6054634	178.0836493	158.2016246	100.7164815	112.8151847	148.0111808	149.2638523	167.6425025	556.2093924	588.9253722	769.2172977	687.5156423	716.456122	744.7072945	703.3254758	722.0443624	669.239371	689.8405645	710.9807943	744.8631311	691.9006527	758.5503011	743.5525068	804.8787535	659.0988349	731.7841393	505.9480745	478.8575814	434.9549814	479.6529011	385.6730268	465.1665841	500.7425312	98.86647593
2210016F16Rik	77.96986846	74.7670561	86.68945394	93.62235868	123.9034638	86.09980025	110.2106198	98.25313858	79.93986542	108.2128342	72.85359585	93.34216829	94.5323921	93.61783824	74.23517024	226.6121529	230.8553919	210.8204689	151.5573279	209.9297692	252.8143554	240.3347539	227.6373174	230.3107874	220.7482049	224.4336157	219.0067965	229.3692707	201.8785712	216.231929	222.8853988	339.5749236	223.6527671	195.2878261	249.0846012	199.9442968	222.0296359	205.0191565	212.4917393	212.1143997	220.7536026	216.7037069	216.1355979	189.6280163	168.0756296	211.5759164	179.9906299	168.0116961	264.6159861	231.4677715	140.520451	185.0913761	178.5596703	166.8211583	171.4704117	204.4994051	184.3067528	130.0443638	124.7385596	158.9424858	154.625878	139.0067646	102.5635512	155.7032724	106.8676246	133.6711541	121.7559534	139.8667669	183.4569944	138.0746895	117.2324823	136.8554712	126.640801	140.7547447	157.3484292	148.3420654	140.000541	159.9672605	174.5297527	176.6633791	177.9179441	160.9723014	125.3719798
2410002F23Rik	376.8528641	384.1127753	488.7707378	353.8470807	334.9583775	391.3953336	387.8169695	353.918606	488.453669	421.27431	401.989422	400.1564694	368.2857348	366.4649833	326.5996082	175.530156	183.9265827	158.1167492	177.9708942	144.3272478	246.4393084	199.4228301	179.8784957	205.0191565	115.1998545	140.3067887	243.3298689	167.9590467	182.4700136	136.1456298	194.4385528	170.5818748	214.7466565	225.9648513	239.8962827	211.3943283	180.8341482	248.8579835	182.5101517	252.2502171	213.393434	211.4639408	191.9053087	199.707376	232.1594327	190.5839247	242.1822895	338.9255346	214.0328449	238.1897481	293.45633	207.8442429	231.3129056	232.2368446	233.2463866	235.0243159	297.7823617	326.7971901	398.3011048	410.3420637	435.4731862	439.5346534	355.9263887	422.6690966	425.4242609	410.4085306	363.2678603	377.5049667	382.7561729	401.1696581	409.8528543	390.8865919	389.0410581	441.1231511	442.2500112	370.6660359	345.3894002	266.3727656	320.5839612	391.6277176	356.2940031	326.4137412	285.4244457
2410006H16Rik	296.8841696	229.4399157	304.208837	210.5029542	222.2262348	249.9169157	228.58084	255.6628577	218.0846299	236.8682352	255.9643724	213.4862797	217.7213963	267.5891831	235.5504777	180.6383557	140.8286968	152.1502904	175.3295376	155.023311	157.1886508	159.5337045	161.6433093	179.7275255	148.9407206	176.4903702	145.136725	190.9878807	150.4458936	151.1618109	141.6086959	61.64907326	146.4664745	152.3399909	146.1754333	124.0878383	138.0542187	166.2386557	129.029482	97.32596184	75.65313771	111.9083837	90.57864484	67.95574626	91.78538778	99.39996092	98.83809855	160.2074112	125.5123477	102.3097912	73.4433111	72.01652338	97.49982079	80.10734157	91.70902643	50.42128409	74.00528683	216.0739397	190.2865533	208.4747446	184.6309323	179.8640305	206.3112648	229.6322699	188.8911897	197.157964	196.9436225	181.917971	190.0067327	180.0814492	204.9166356	202.9221729	191.1289998	177.2578496	204.8320262	159.8777431	145.5329009	155.4802814	136.9316396	153.4400849	163.8228332	156.8704475	288.482773
2610001J05Rik	58.97730351	47.40185787	84.05285536	46.20853221	80.67534894	63.76110268	63.00344866	75.19311603	32.57594617	71.76047055	54.31073241	60.57559245	83.12600282	48.56051153	60.37986776	189.1520219	198.2925447	192.9210924	127.7851182	184.2592173	185.8763622	187.149253	171.1950736	203.3330477	234.5906115	244.3345855	194.6837242	188.1092764	155.298033	168.6806889	198.5023879	207.6779099	193.9657315	185.0621511	149.8507607	162.7316945	182.4185901	208.3913739	171.1657672	116.5911542	110.351075	112.3450309	117.0116876	101.0736423	112.3837531	123.6719513	101.1134032	78.26242016	155.6676819	111.4324738	121.7388518	82.35873553	113.5831243	107.4906521	112.0403599	85.30689639	125.585109	70.30160278	67.88570787	72.02739006	61.0101086	59.10811143	42.49908545	48.91694279	54.41069351	70.9982776	73.9092549	56.74229377	58.07629056	68.43190371	66.25332338	80.09393869	44.36275434	44.80372594	93.65092099	116.8811261	74.30376792	79.84263325	97.88744524	57.56956277	54.95025218	55.69138508	85.61372398
2610507B11Rik	350.8630384	350.7986209	389.898291	396.8503186	407.0052356	385.0128486	490.6863275	464.2056704	454.9042262	462.0151869	381.1287007	328.6657585	372.8482905	422.7866417	330.5582661	1009.869438	1181.882076	1108.772523	1002.074163	1309.485073	1193.133784	1304.044771	1081.217712	927.5167478	978.6199665	898.3528208	1072.116037	1012.349628	960.7531737	914.4843499	1034.83966	1341.167871	1221.137164	1068.560476	1270.825626	1186.078257	1163.188086	1274.012092	1120.852811	319.6783904	408.9636258	388.3060487	369.594096	378.9759869	390.8431357	427.3998306	377.9421316	352.1928189	1322.970942	374.5498462	347.1180419	300.9241522	345.8260263	304.4983585	384.9494136	367.2989292	345.3945052	301.3069454	284.5954014	416.8840602	249.4418496	397.7694483	325.3481152	387.0736533	448.3145582	364.0143234	397.4440735	271.887989	300.4166062	342.5812827	390.4807739	334.1250594	383.4817306	359.7733744	360.0223188	351.2651234	375.8173793	427.9040142	347.3364647	448.1972804	403.9257573	389.3088341	303.7744099
2900097C17Rik	137.9463893	133.0668263	110.4188412	115.6753012	134.922395	102.0560128	105.9831119	104.2687966	123.3567914	159.6749946	107.6214648	97.31387445	121.9077264	133.6687953	122.7287289	146.5836911	234.6863151	237.6695336	246.6461666	234.1741792	240.0642614	257.7223215	204.1920777	234.5260593	226.8042578	190.0592133	255.9418323	208.2595062	261.0746719	213.7292322	203.3789901	264.2052014	269.6676724	260.7321465	284.0002118	320.1696272	200.6396712	277.5218319	249.7661454	188.8356256	177.6440442	195.7446423	189.7025551	176.6688396	139.8482401	169.591933	167.855672	157.0856973	269.4797497	145.5224984	137.8373654	145.79097	151.5397204	138.6772002	158.1768475	126.0067774	219.2223248	86.23300572	74.57427866	126.2325035	109.0181955	111.7685874	115.6685256	74.92899745	114.4977237	94.60234795	123.2748962	133.0212221	133.866119	121.4930738	115.1933159	132.2028865	128.864532	96.95101872	109.8648322	170.3647228	170.4285202	150.9933023	110.9021767	144.5080487	121.5375004	160.2886591	209.9857038
3110082I17Rik	8.99686945	3.379582455	8.909795749	5.410588509	9.476100952	11.63747503	13.68252359	12.02870644	8.893986542	24.58682352	7.953573792	26.81609006	7.843833568	8.509554452	14.85530248	176.3815226	147.5328124	148.1726511	177.9708942	162.1540199	169.9387447	157.4881083	167.7217048	178.0414168	153.2664727	165.6352958	182.9726153	190.0283459	158.2093166	153.6645078	183.0598144	157.0388778	204.356194	215.7391763	199.467681	169.8879642	146.7686488	206.7052652	172.7863936	5.816298092	5.205810575	4.05653026	3.202753562	6.759634087	12.44353627	2.967999218	4.792174363	13.48685578	187.7685215	4.841129524	6.366171192	2.378961619	4.859992832	4.803237575	4.127897463	1	4.967678632	4.982850734	8.357427866	5.672854609	7.00101086	6.447635446	5.368324784	9.21433305	13.39891099	6.697534223	1.759471405	6.867609871	10.35676894	6.527205222	7.117499067	11.23568618	8.783058471	6.214729279	12.58136512	9.389583793	9.298539764	2.281994037	11.84560954	6.359221736	5.860383079	3.734569254	10.17498212
4632427E13Rik	255.9002137	299.6375981	222.474281	199.4764829	262.9115194	231.8332082	218.716655	223.5793481	312.8124684	275.4648555	179.4750607	232.351884	235.9716192	216.2738943	287.0130297	140.6241248	155.1946588	135.2453237	140.9919014	152.1710275	71.12551669	147.2601274	161.6433093	159.4942207	160.187676	146.6389155	193.7828696	137.2539346	179.55873	183.69687	155.4257354	124.0646244	119.7481425	199.3780962	142.5001059	148.4191552	152.3141952	125.7720461	161.4420091	175.1894477	131.3801278	79.5964924	135.3679673	122.6722701	152.8175812	108.5839573	125.3833191	126.6489863	202.3598123	153.2047574	145.8866222	247.8341298	100.7164815	140.1984953	127.6798473	168.1602256	173.1972526	139.6032056	128.082845	214.0821702	142.6238563	198.9307546	192.1142093	178.9772161	189.8449521	215.8784336	235.6766642	197.5649307	223.6911009	261.8840865	227.3474655	208.5052745	248.9460056	253.3928971	189.7762515	109.0158913	109.5725619	102.2775289	160.0689399	95.679584	114.2469257	99.44449315	363.9215149
4833420G17Rik	488.8090364	451.9308752	413.6276782	407.8767899	343.4344784	359.4829085	422.341617	458.1900123	377.9378574	389.1104597	452.9822965	379.305012	352.3167898	414.0254949	519.5841785	252.1531514	243.3058923	232.6974846	201.7431038	219.1996907	185.8763622	254.6539272	238.0574239	238.7413311	208.6360991	256.998839	242.4290143	261.0339175	249.4295374	233.750807	192.0002517	177.6477862	254.8241545	238.2356614	214.1689907	221.4131058	199.0552293	186.4719604	199.5267284	355.8006261	328.0017722	314.0760281	297.6374796	308.4204694	395.4205503	269.9598932	300.5817746	398.2380996	225.7058775	315.972621	414.1951818	341.6035199	325.88273	274.0724579	376.3476956	294.6205702	364.4393627	424.7753181	395.6256765	429.0334822	369.4620668	357.8201217	365.7551195	407.609486	322.4179235	446.2216029	400.4819591	417.6003008	349.0718047	434.3328894	374.1674431	416.9410658	303.4274149	384.8040749	400.5570968	311.9389493	444.9718774	375.3422587	368.3046431	382.1002123	366.5008076	352.3921492	298.6771976
4833421G17Rik	196.9233015	267.513235	333.2114214	266.7379576	262.9115194	303.1042909	282.1292729	270.7020029	285.1835155	296.9074223	242.0572248	295.8991826	338.6291227	283.8598844	365.1965223	42.71696412	34.52057799	31.82670396	37.97899281	27.38362273	39.25028183	34.75233709	36.6020307	49.05409884	31.28026445	45.32488732	46.04272655	19.23116027	42.72839886	58.56202753	36.76174926	27.49716793	27.71833206	27.58675516	30.40261941	11.01877754	40.61104587	27.9777397	22.06814261	98.12867818	71.44732713	55.14425032	72.22236516	66.51583774	71.18702248	57.41597759	71.53444314	86.84713351	41.85561409	57.17651929	70.7602255	117.5222568	62.11655317	88.47446423	78.41546221	104.2032697	85.90832272	185.8042741	171.5585551	175.7647624	218.2365931	199.8386938	146.2467991	135.1674398	169.815942	158.0891579	157.4511095	174.0944912	190.0067327	191.1358596	192.6816374	187.1033852	196.6883273	152.2271491	204.8320262	58.15403959	63.93059321	58.68973165	121.7477862	61.14237726	87.51481881	80.98615068	92.74982118
4930455G09Rik	1	2.189791227	1	1	1	1	1	1	1	1	1	1	1	1	1	230.868986	250.0100079	231.7030748	196.4603906	182.1200047	176.3137917	190.2176473	225.0322908	258.1315815	190.4679404	243.4299959	242.4290143	239.924153	208.6715664	166.177992	206.6300582	176.4701343	225.1371189	160.5205309	166.3897342	211.3943283	205.3929967	199.9608303	201.957668	1.802716349	1	2.74658872	2.468502374	1	2.525804837	1.655999739	1	1	164.4224564	1.960282381	1	4.447404048	4.216660693	1.760647515	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5.078332711	1	1	1	1	1	1	1	1	1	1	1	7.116654745
4930523C07Rik	1328.480329	1212.20747	1282.386911	1292.199786	1302.081496	1377.489269	1348.870424	1529.979756	1526.512899	1257.534417	1206.286124	1431.807145	1271.671766	1363.984133	1305.377762	59.74429642	62.29477118	97.45775109	69.67527237	53.76724545	64.75046972	69.52747227	60.91561265	77.71794727	70.21203303	47.13406639	64.9606717	70.08650207	79.60465831	53.55663383	68.45966337	50.46138014	45.53055343	60.30891535	41.42860168	36.78134834	44.57215046	49.8971532	47.99816428	460.1537514	432.095584	306.653026	338.0212949	307.7005151	380.1625019	349.3358617	392.3523942	562.9085102	67.14718471	373.1094227	441.0260378	415.3779665	347.1126906	417.0741907	393.5511316	342.5882871	399.3549346	1273.122525	1190.896743	1083.233127	1097.984785	1051.485702	1182.631854	1070.232352	986.2365428	1076.206101	1042.994768	1224.396658	1053.636506	1127.444424	1035.876925	998.5141444	1049.489163	1087.749582	1112.811052	452.9888269	531.4149999	568.9233582	592.4472403	573.2457876	516.6866447	621.7472207	382.2714791
4931406P16Rik	99.96125944	96.1832982	113.0554398	90.3144173	62.87553695	86.09980025	101.0510194	113.2922837	68.0988856	86.77026734	86.76074344	84.40582942	80.84472496	113.6433168	116.7907421	198.5170546	186.7997751	247.6136316	251.9288798	237.7395336	294.2521607	216.8103977	213.743842	202.4899934	202.5800462	226.2427947	199.1879968	195.7855544	234.8731192	213.7292322	241.5790404	169.4042228	290.4485973	291.4091717	318.9158223	238.588153	246.5884844	245.485766	263.5414694	113.3802888	97.73364323	81.34308112	80.29912822	93.15414539	83.39346118	124.9839508	128.4170586	91.52970443	196.523296	96.54809692	102.9572527	71.32704257	128.3797634	127.2674875	101.0927188	98.38900101	88.2889299	78.26730425	59.85942293	80.43852835	89.81496072	87.2542279	81.8140085	76.29805296	66.80960451	88.90481373	94.41498284	82.16860321	95.50336633	87.22440146	95.82123553	48.45636322	106.6272221	78.17799332	73.96260028	86.99323388	85.3684876	106.123511	121.0247456	108.1844347	118.6212705	95.34263927	46.87491059
4932438A13Rik	569.7773396	579.2385366	592.9163819	536.8865038	635.0123512	598.8260967	636.5353488	725.8867958	573.3140243	642.1327484	631.4573572	642.4305453	596.4135204	671.8535311	659.1268677	393.4800094	365.8954347	302.3061709	275.7010895	346.839379	249.6268319	346.7057556	310.9981698	379.5314102	304.6677949	340.2210764	377.557194	424.1548252	413.4318492	343.8694683	333.4217147	258.9057679	367.6348899	360.9437621	342.8054506	354.5197216	323.4339134	403.9799868	347.8140399	835.0222862	764.3546194	586.9805156	595.7434616	669.1175541	639.5493241	575.6557718	660.0799042	1052.237171	336.5996872	582.9311229	746.8977957	775.2869491	531.1056822	662.0026906	725.1082627	797.5548142	788.1874406	1183.906668	1384.865296	1469.210918	1231.207226	1361.092983	1321.326166	1379.638897	1381.09417	1369.222147	1455.387741	1230.264268	1222.994024	1457.971297	1388.652705	1293.48801	1406.397987	1411.062797	1395.396361	821.6061648	758.2417535	867.6279687	1013.256891	763.2004247	865.1761115	993.6486393	502.5656891
5031439G07Rik	121.9526504	108.0812105	105.145644	132.2150081	153.5698171	109.5022453	142.6215134	112.289674	178.6146972	103.9243208	114.5750386	131.0733768	78.56344711	91.11465343	80.17315702	191.7061217	219.3626223	149.1670609	222.8739569	191.3899262	138.0635099	160.5565026	175.5367847	194.0594497	181.8164363	177.3949597	163.1538156	216.895319	179.55873	196.2103542	163.5534057	196.4902167	171.7004548	160.5205309	168.2273979	194.2192811	148.3530906	169.6108731	132.2707347	21.06790872	25.18341081	16.2826513	12.01376781	12.51926817	10.15482902	6.903997655	13.89339283	11.14557032	180.9592525	5.321270715	17.09851358	17.54753943	5.50332497	28.38331054	6.47382056	3.907134358	16.0771788	8.169131322	18.39028405	8.476567374	15.40242606	16.4349671	20.65746153	16.05961059	21.98277245	16.46473575	30.6193848	12.73521974	6.614061366	17.58161567	14.25458131	9.374652332	14.34238595	21.85891711	6.790682562	25.12005341	13.44780965	12.53794633	11.84560954	27.2006396	30.16229848	39.28396956	287.4633306
5430427O19Rik	236.9076488	227.0603332	218.5193831	211.6056013	249.3497579	173.3270955	177.8507456	175.4540836	227.9521131	241.1567485	130.8000441	190.6489693	165.2520056	267.5891831	203.8812149	160.205557	218.4048915	178.0049453	127.7851182	162.1540199	134.8759864	167.7160892	163.3799937	143.4761878	169.7043305	209.9601831	131.623907	183.3116027	167.9135954	141.1510235	174.9321441	163.5159633	192.4813797	176.881611	192.1170261	159.8691866	149.1453115	194.9025041	202.7679811	153.5161062	132.4315805	131.5575068	152.2557446	121.2323616	166.5498248	139.415945	151.1701048	56.41042254	279.2072769	147.9232043	186.1329061	145.79097	135.456417	136.3952577	119.0781292	128.9139118	158.9136095	7.372561175	1	1	1	1	1	2.369055508	1	1	1	1	1	1	1	1	1	1	2.158136512	73.8845092	63.93059321	47.79278234	31.36770672	58.16503185	71.47555465	50.90588889	147.7997139
